EID_100001, Smith, Amélie, (024) 777 439 391, amélie.smith@heig-vd.ch, FEMALE, EC, Admin
EID_108341, Belmondo, Faustine, (024) 777 492 272, faustine.belmondo@heig-vd.ch, FEMALE, TIC, Assistant
EID_108342, De Decker, Lucien, (024) 777 300 388, lucien.de decker@heig-vd.ch, MALE, DEPG, Assistant
EID_108343, De Decker, Carole, (024) 777 227 749, carole.de decker@heig-vd.ch, FEMALE, TIN, Assistant
EID_108344, Smith, Fabrice, (024) 777 344 398, fabrice.smith@heig-vd.ch, MALE, DEPG, Professor
EID_108345, Clément, Georgette, (024) 777 194 325, georgette.clément@heig-vd.ch, FEMALE, TIN, Assistant
EID_108346, Bauer, Bernard, (024) 777 342 242, bernard.bauer@heig-vd.ch, MALE, TIN, Admin
EID_108347, Durant, Georgette, (024) 777 697 652, georgette.durant@heig-vd.ch, FEMALE, TIC, Assistant
EID_108348, Simpson, Frédéric, (024) 777 457 872, frédéric.simpson@heig-vd.ch, MALE, EC, Student
EID_108349, Marchand, Henri, (024) 777 455 402, henri.marchand@heig-vd.ch, MALE, COMEM, Student
EID_108350, Delon, Luc, (024) 777 432 139, luc.delon@heig-vd.ch, MALE, TIN, Professor
EID_108351, Belmondo, Aurore, (024) 777 256 349, aurore.belmondo@heig-vd.ch, FEMALE, EC, Admin
EID_108352, Dupont, Emma, (024) 777 447 651, emma.dupont@heig-vd.ch, FEMALE, COMEM, Student
EID_108353, Marchand, Emilie, (024) 777 301 214, emilie.marchand@heig-vd.ch, FEMALE, EC, Assistant
EID_108354, Durant, Brigitte, (024) 777 105 690, brigitte.durant@heig-vd.ch, FEMALE, COMEM, Student
EID_108355, Smith, Didier, (024) 777 619 319, didier.smith@heig-vd.ch, MALE, HEG, Student
EID_108356, De Villiers, Aurore, (024) 777 772 806, aurore.de villiers@heig-vd.ch, FEMALE, EC, Assistant
EID_108357, Bauer, Faustine, (024) 777 134 152, faustine.bauer@heig-vd.ch, FEMALE, TIC, Student
EID_108358, Dupond, Emma, (024) 777 430 633, emma.dupond@heig-vd.ch, FEMALE, TIN, Assistant
EID_108359, Dupont, Lucien, (024) 777 668 865, lucien.dupont@heig-vd.ch, MALE, TIC, Admin
EID_108360, Jones, Henriette, (024) 777 518 539, henriette.jones@heig-vd.ch, FEMALE, COMEM, Student
EID_108361, Simpson, Frédéric, (024) 777 572 519, frédéric.simpson@heig-vd.ch, MALE, TIN, Admin
EID_108362, Smith, Marc, (024) 777 460 195, marc.smith@heig-vd.ch, MALE, DEPG, Professor
EID_108363, Clément, Faustine, (024) 777 318 741, faustine.clément@heig-vd.ch, FEMALE, TIC, Student
EID_108364, Clément, Didier, (024) 777 421 217, didier.clément@heig-vd.ch, MALE, HEG, Student
EID_108365, Clément, Faustine, (024) 777 427 536, faustine.clément@heig-vd.ch, FEMALE, COMEM, Admin
EID_108366, Simpson, Bernadette, (024) 777 200 137, bernadette.simpson@heig-vd.ch, FEMALE, COMEM, Professor
EID_108367, Dupont, Henri, (024) 777 666 741, henri.dupont@heig-vd.ch, MALE, TIC, Assistant
EID_108368, Durant, Bernadette, (024) 777 489 596, bernadette.durant@heig-vd.ch, FEMALE, EC, Student
EID_108369, Simpson, Danièle, (024) 777 494 525, danièle.simpson@heig-vd.ch, FEMALE, TIN, Student
EID_108370, Dupont, Bryan, (024) 777 720 724, bryan.dupont@heig-vd.ch, MALE, COMEM, Admin
EID_108371, De Villiers, Anne, (024) 777 475 327, anne.de villiers@heig-vd.ch, FEMALE, COMEM, Professor
EID_108372, Bauer, Julie, (024) 777 450 580, julie.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_108373, Durant, Fabrice, (024) 777 484 642, fabrice.durant@heig-vd.ch, MALE, TIN, Student
EID_108374, Smith, Marc, (024) 777 806 200, marc.smith@heig-vd.ch, MALE, COMEM, Professor
EID_108375, Jones, Georgette, (024) 777 440 694, georgette.jones@heig-vd.ch, FEMALE, COMEM, Admin
EID_108376, Dupont, Evelyne, (024) 777 436 351, evelyne.dupont@heig-vd.ch, FEMALE, EC, Assistant
EID_108377, De Villiers, Anne, (024) 777 400 123, anne.de villiers@heig-vd.ch, FEMALE, HEG, Student
EID_108378, Dupond, Julie, (024) 777 121 562, julie.dupond@heig-vd.ch, FEMALE, TIC, Assistant
EID_108379, Jones, Irène, (024) 777 215 600, irène.jones@heig-vd.ch, FEMALE, DEPG, Admin
EID_108380, Dupond, Amélie, (024) 777 315 832, amélie.dupond@heig-vd.ch, FEMALE, TIC, Admin
EID_108381, Delon, Marc, (024) 777 103 332, marc.delon@heig-vd.ch, MALE, EC, Professor
EID_108382, Dupont, Bernard, (024) 777 161 721, bernard.dupont@heig-vd.ch, MALE, EC, Professor
EID_108383, Marchand, Aurore, (024) 777 705 347, aurore.marchand@heig-vd.ch, FEMALE, TIN, Professor
EID_108384, Dupond, Emil, (024) 777 263 704, emil.dupond@heig-vd.ch, MALE, TIC, Admin
EID_108385, Simpson, Albert, (024) 777 498 425, albert.simpson@heig-vd.ch, MALE, EC, Professor
EID_108386, De Villiers, Irène, (024) 777 589 666, irène.de villiers@heig-vd.ch, FEMALE, TIC, Professor
EID_108387, Belmondo, Amélie, (024) 777 236 353, amélie.belmondo@heig-vd.ch, FEMALE, TIC, Student
EID_108388, Marchand, Lucien, (024) 777 290 451, lucien.marchand@heig-vd.ch, MALE, EC, Assistant
EID_108389, De Villiers, Bernadette, (024) 777 385 720, bernadette.de villiers@heig-vd.ch, FEMALE, COMEM, Student
EID_108390, Dupont, Charles, (024) 777 825 731, charles.dupont@heig-vd.ch, MALE, DEPG, Student
EID_108391, Durant, Dylan, (024) 777 867 806, dylan.durant@heig-vd.ch, MALE, DEPG, Assistant
EID_108392, Dupont, Bernard, (024) 777 355 521, bernard.dupont@heig-vd.ch, MALE, HEG, Student
EID_108393, Durant, Anne, (024) 777 858 560, anne.durant@heig-vd.ch, FEMALE, TIC, Professor
EID_108394, De Villiers, Cédric, (024) 777 427 532, cédric.de villiers@heig-vd.ch, MALE, COMEM, Admin
EID_108395, De Villiers, Christine, (024) 777 585 461, christine.de villiers@heig-vd.ch, FEMALE, COMEM, Admin
EID_108396, De Decker, Julie, (024) 777 808 308, julie.de decker@heig-vd.ch, FEMALE, TIC, Assistant
EID_108397, Durant, Dylan, (024) 777 686 258, dylan.durant@heig-vd.ch, MALE, TIN, Student
EID_108398, Durant, Charles, (024) 777 583 343, charles.durant@heig-vd.ch, MALE, TIC, Professor
EID_108399, Marchand, Charles, (024) 777 514 457, charles.marchand@heig-vd.ch, MALE, HEG, Assistant
EID_108400, Clément, Julien, (024) 777 149 792, julien.clément@heig-vd.ch, MALE, TIN, Admin
EID_108401, Dupont, Luc, (024) 777 105 167, luc.dupont@heig-vd.ch, MALE, COMEM, Student
EID_108402, Dupond, Carole, (024) 777 516 351, carole.dupond@heig-vd.ch, FEMALE, COMEM, Admin
EID_108403, De Villiers, Guillaume, (024) 777 694 744, guillaume.de villiers@heig-vd.ch, MALE, COMEM, Student
EID_108404, Delon, Irène, (024) 777 144 693, irène.delon@heig-vd.ch, FEMALE, COMEM, Professor
EID_108405, Durant, Gontran, (024) 777 547 474, gontran.durant@heig-vd.ch, MALE, EC, Admin
EID_108406, Durant, Fabrice, (024) 777 696 339, fabrice.durant@heig-vd.ch, MALE, TIC, Assistant
EID_108407, Dupont, Anne, (024) 777 347 285, anne.dupont@heig-vd.ch, FEMALE, TIN, Student
EID_108408, Belmondo, Charles, (024) 777 550 224, charles.belmondo@heig-vd.ch, MALE, HEG, Professor
EID_108409, Dupond, Bernadette, (024) 777 390 526, bernadette.dupond@heig-vd.ch, FEMALE, TIN, Assistant
EID_108410, De Decker, Lucien, (024) 777 785 791, lucien.de decker@heig-vd.ch, MALE, HEG, Student
EID_108411, Marchand, Edgar, (024) 777 685 853, edgar.marchand@heig-vd.ch, MALE, HEG, Admin
EID_108412, Jones, Guillaume, (024) 777 898 120, guillaume.jones@heig-vd.ch, MALE, TIN, Professor
EID_108413, Dupont, Cédric, (024) 777 243 382, cédric.dupont@heig-vd.ch, MALE, COMEM, Admin
EID_108414, Jones, Albert, (024) 777 504 853, albert.jones@heig-vd.ch, MALE, TIN, Student
EID_108415, Jones, Irène, (024) 777 463 776, irène.jones@heig-vd.ch, FEMALE, TIC, Admin
EID_108416, Dupond, Christine, (024) 777 333 814, christine.dupond@heig-vd.ch, FEMALE, TIN, Assistant
EID_108417, Simpson, Marc, (024) 777 792 667, marc.simpson@heig-vd.ch, MALE, EC, Student
EID_108418, Dupond, Faustine, (024) 777 170 791, faustine.dupond@heig-vd.ch, FEMALE, EC, Professor
EID_108419, De Villiers, Aurore, (024) 777 750 569, aurore.de villiers@heig-vd.ch, FEMALE, TIC, Professor
EID_108420, Jones, Anne, (024) 777 694 336, anne.jones@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108421, Simpson, Carole, (024) 777 225 420, carole.simpson@heig-vd.ch, FEMALE, TIC, Student
EID_108422, Belmondo, Didier, (024) 777 879 797, didier.belmondo@heig-vd.ch, MALE, EC, Professor
EID_108423, Clément, Dylan, (024) 777 488 707, dylan.clément@heig-vd.ch, MALE, COMEM, Professor
EID_108424, Bauer, Cédric, (024) 777 857 491, cédric.bauer@heig-vd.ch, MALE, EC, Student
EID_108425, De Decker, Aurore, (024) 777 707 182, aurore.de decker@heig-vd.ch, FEMALE, HEG, Admin
EID_108426, Dupont, Edgar, (024) 777 621 295, edgar.dupont@heig-vd.ch, MALE, DEPG, Student
EID_108427, Delon, Brigitte, (024) 777 425 701, brigitte.delon@heig-vd.ch, FEMALE, HEG, Admin
EID_108428, Clément, Carine, (024) 777 350 716, carine.clément@heig-vd.ch, FEMALE, COMEM, Admin
EID_108429, Smith, Carole, (024) 777 704 122, carole.smith@heig-vd.ch, FEMALE, EC, Admin
EID_108430, Dupond, Gilles, (024) 777 783 712, gilles.dupond@heig-vd.ch, MALE, TIN, Assistant
EID_108431, Clément, Gontran, (024) 777 683 303, gontran.clément@heig-vd.ch, MALE, COMEM, Professor
EID_108432, Dupond, Albert, (024) 777 833 530, albert.dupond@heig-vd.ch, MALE, HEG, Assistant
EID_108433, Marchand, Julien, (024) 777 593 683, julien.marchand@heig-vd.ch, MALE, TIN, Professor
EID_108434, Belmondo, Bryan, (024) 777 750 717, bryan.belmondo@heig-vd.ch, MALE, TIC, Admin
EID_108435, Jones, Bernard, (024) 777 550 365, bernard.jones@heig-vd.ch, MALE, TIC, Admin
EID_108436, Delon, Fabien, (024) 777 528 693, fabien.delon@heig-vd.ch, MALE, DEPG, Admin
EID_108437, Bauer, Cédric, (024) 777 440 389, cédric.bauer@heig-vd.ch, MALE, EC, Professor
EID_108438, De Decker, Fabienne, (024) 777 253 676, fabienne.de decker@heig-vd.ch, FEMALE, TIN, Admin
EID_108439, De Villiers, Edgar, (024) 777 126 230, edgar.de villiers@heig-vd.ch, MALE, COMEM, Professor
EID_108440, Marchand, Bernard, (024) 777 679 479, bernard.marchand@heig-vd.ch, MALE, COMEM, Student
EID_108441, Simpson, Didier, (024) 777 424 429, didier.simpson@heig-vd.ch, MALE, DEPG, Professor
EID_108442, Dupont, Carole, (024) 777 109 874, carole.dupont@heig-vd.ch, FEMALE, EC, Professor
EID_108443, Durant, Fabienne, (024) 777 548 229, fabienne.durant@heig-vd.ch, FEMALE, TIN, Professor
EID_108444, Clément, Didier, (024) 777 521 187, didier.clément@heig-vd.ch, MALE, TIN, Admin
EID_108445, Smith, Bernadette, (024) 777 401 567, bernadette.smith@heig-vd.ch, FEMALE, EC, Assistant
EID_108446, Delon, Gilles, (024) 777 869 353, gilles.delon@heig-vd.ch, MALE, COMEM, Professor
EID_108447, Dupond, Carine, (024) 777 277 137, carine.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_108448, De Villiers, Julien, (024) 777 192 664, julien.de villiers@heig-vd.ch, MALE, TIC, Professor
EID_108449, Jones, Cédric, (024) 777 412 869, cédric.jones@heig-vd.ch, MALE, EC, Admin
EID_108450, De Decker, Emma, (024) 777 872 757, emma.de decker@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108451, De Villiers, Julien, (024) 777 608 706, julien.de villiers@heig-vd.ch, MALE, TIC, Admin
EID_108452, Belmondo, Fabienne, (024) 777 194 282, fabienne.belmondo@heig-vd.ch, FEMALE, EC, Student
EID_108453, De Villiers, Anne, (024) 777 538 783, anne.de villiers@heig-vd.ch, FEMALE, HEG, Professor
EID_108454, Simpson, Bernadette, (024) 777 595 426, bernadette.simpson@heig-vd.ch, FEMALE, EC, Assistant
EID_108455, De Decker, Aurore, (024) 777 841 602, aurore.de decker@heig-vd.ch, FEMALE, TIN, Admin
EID_108456, Clément, Carole, (024) 777 672 623, carole.clément@heig-vd.ch, FEMALE, EC, Assistant
EID_108457, Durant, Lucien, (024) 777 753 831, lucien.durant@heig-vd.ch, MALE, EC, Assistant
EID_108458, De Villiers, Evelyne, (024) 777 317 891, evelyne.de villiers@heig-vd.ch, FEMALE, COMEM, Admin
EID_108459, De Decker, Jimmy, (024) 777 203 288, jimmy.de decker@heig-vd.ch, MALE, TIN, Assistant
EID_108460, De Villiers, Faustine, (024) 777 733 133, faustine.de villiers@heig-vd.ch, FEMALE, TIN, Student
EID_108461, Bauer, Brigitte, (024) 777 552 165, brigitte.bauer@heig-vd.ch, FEMALE, TIN, Assistant
EID_108462, Jones, Henriette, (024) 777 892 880, henriette.jones@heig-vd.ch, FEMALE, TIC, Admin
EID_108463, Dupond, Bernadette, (024) 777 633 588, bernadette.dupond@heig-vd.ch, FEMALE, TIC, Admin
EID_108464, De Decker, Charles, (024) 777 442 353, charles.de decker@heig-vd.ch, MALE, TIN, Assistant
EID_108465, Dupond, Dylan, (024) 777 575 684, dylan.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_108466, De Decker, Emil, (024) 777 476 457, emil.de decker@heig-vd.ch, MALE, DEPG, Admin
EID_108467, De Villiers, Evelyne, (024) 777 531 187, evelyne.de villiers@heig-vd.ch, FEMALE, HEG, Professor
EID_108468, Dupond, Julie, (024) 777 810 731, julie.dupond@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108469, Dupont, Bernard, (024) 777 494 188, bernard.dupont@heig-vd.ch, MALE, TIN, Admin
EID_108470, Smith, Didier, (024) 777 168 594, didier.smith@heig-vd.ch, MALE, TIN, Admin
EID_108471, Smith, Bryan, (024) 777 359 284, bryan.smith@heig-vd.ch, MALE, TIC, Assistant
EID_108472, Durant, Fabrice, (024) 777 881 283, fabrice.durant@heig-vd.ch, MALE, TIN, Admin
EID_108473, Belmondo, Georgette, (024) 777 417 619, georgette.belmondo@heig-vd.ch, FEMALE, TIC, Professor
EID_108474, Durant, Danièle, (024) 777 764 724, danièle.durant@heig-vd.ch, FEMALE, TIN, Professor
EID_108475, Clément, Edgar, (024) 777 311 895, edgar.clément@heig-vd.ch, MALE, TIN, Assistant
EID_108476, Jones, Julien, (024) 777 226 720, julien.jones@heig-vd.ch, MALE, DEPG, Student
EID_108477, Dupont, Anne, (024) 777 480 170, anne.dupont@heig-vd.ch, FEMALE, TIC, Assistant
EID_108478, Dupond, Irène, (024) 777 661 501, irène.dupond@heig-vd.ch, FEMALE, COMEM, Admin
EID_108479, Durant, Bryan, (024) 777 419 211, bryan.durant@heig-vd.ch, MALE, DEPG, Student
EID_108480, Clément, Aurore, (024) 777 324 893, aurore.clément@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108481, Simpson, Guillaume, (024) 777 828 575, guillaume.simpson@heig-vd.ch, MALE, TIN, Professor
EID_108482, Bauer, Aurore, (024) 777 337 545, aurore.bauer@heig-vd.ch, FEMALE, EC, Student
EID_108483, Dupont, Danièle, (024) 777 123 418, danièle.dupont@heig-vd.ch, FEMALE, TIC, Professor
EID_108484, Simpson, Amélie, (024) 777 843 886, amélie.simpson@heig-vd.ch, FEMALE, EC, Admin
EID_108485, Marchand, Didier, (024) 777 552 162, didier.marchand@heig-vd.ch, MALE, HEG, Admin
EID_108486, Simpson, Luc, (024) 777 835 778, luc.simpson@heig-vd.ch, MALE, HEG, Admin
EID_108487, Durant, Marc, (024) 777 644 490, marc.durant@heig-vd.ch, MALE, TIC, Student
EID_108488, Durant, Carine, (024) 777 547 678, carine.durant@heig-vd.ch, FEMALE, TIC, Professor
EID_108489, Clément, Dylan, (024) 777 221 749, dylan.clément@heig-vd.ch, MALE, HEG, Admin
EID_108490, De Villiers, Faustine, (024) 777 398 503, faustine.de villiers@heig-vd.ch, FEMALE, TIC, Professor
EID_108491, De Villiers, Jimmy, (024) 777 316 189, jimmy.de villiers@heig-vd.ch, MALE, DEPG, Professor
EID_108492, Marchand, Bernadette, (024) 777 462 525, bernadette.marchand@heig-vd.ch, FEMALE, HEG, Assistant
EID_108493, De Decker, Gilles, (024) 777 376 262, gilles.de decker@heig-vd.ch, MALE, HEG, Professor
EID_108494, Delon, Julien, (024) 777 779 314, julien.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_108495, Jones, Dorothé, (024) 777 274 348, dorothé.jones@heig-vd.ch, FEMALE, COMEM, Student
EID_108496, Smith, Brigitte, (024) 777 382 166, brigitte.smith@heig-vd.ch, FEMALE, TIC, Assistant
EID_108497, Dupont, Fabien, (024) 777 167 222, fabien.dupont@heig-vd.ch, MALE, HEG, Student
EID_108498, Dupont, Luc, (024) 777 804 429, luc.dupont@heig-vd.ch, MALE, DEPG, Student
EID_108499, Smith, Edgar, (024) 777 885 837, edgar.smith@heig-vd.ch, MALE, EC, Admin
EID_108500, De Decker, Henriette, (024) 777 256 297, henriette.de decker@heig-vd.ch, FEMALE, TIN, Assistant
EID_108501, Smith, Guillaume, (024) 777 207 784, guillaume.smith@heig-vd.ch, MALE, TIC, Assistant
EID_108502, Marchand, Albert, (024) 777 282 534, albert.marchand@heig-vd.ch, MALE, TIC, Student
EID_108503, Belmondo, Amélie, (024) 777 686 542, amélie.belmondo@heig-vd.ch, FEMALE, HEG, Assistant
EID_108504, Smith, Lucien, (024) 777 788 712, lucien.smith@heig-vd.ch, MALE, TIN, Admin
EID_108505, De Villiers, Christine, (024) 777 855 233, christine.de villiers@heig-vd.ch, FEMALE, COMEM, Professor
EID_108506, Jones, Evelyne, (024) 777 786 882, evelyne.jones@heig-vd.ch, FEMALE, TIC, Assistant
EID_108507, De Decker, Julien, (024) 777 730 597, julien.de decker@heig-vd.ch, MALE, COMEM, Admin
EID_108508, Durant, Fabien, (024) 777 213 774, fabien.durant@heig-vd.ch, MALE, COMEM, Student
EID_108509, Durant, Anne, (024) 777 802 727, anne.durant@heig-vd.ch, FEMALE, DEPG, Student
EID_108510, Durant, Bernadette, (024) 777 681 622, bernadette.durant@heig-vd.ch, FEMALE, TIC, Assistant
EID_108511, Bauer, Emilie, (024) 777 786 398, emilie.bauer@heig-vd.ch, FEMALE, COMEM, Student
EID_108512, Dupont, Irène, (024) 777 321 560, irène.dupont@heig-vd.ch, FEMALE, COMEM, Admin
EID_108513, Smith, Albert, (024) 777 117 447, albert.smith@heig-vd.ch, MALE, TIN, Admin
EID_108514, Jones, Albert, (024) 777 145 141, albert.jones@heig-vd.ch, MALE, TIN, Assistant
EID_108515, Dupont, Fabien, (024) 777 305 543, fabien.dupont@heig-vd.ch, MALE, TIC, Admin
EID_108516, De Villiers, Carine, (024) 777 416 500, carine.de villiers@heig-vd.ch, FEMALE, DEPG, Admin
EID_108517, Durant, Emma, (024) 777 129 165, emma.durant@heig-vd.ch, FEMALE, TIN, Student
EID_108518, Dupond, Luc, (024) 777 158 211, luc.dupond@heig-vd.ch, MALE, HEG, Admin
EID_108519, Belmondo, Christine, (024) 777 771 538, christine.belmondo@heig-vd.ch, FEMALE, TIN, Assistant
EID_108520, De Decker, Charles, (024) 777 131 495, charles.de decker@heig-vd.ch, MALE, TIC, Assistant
EID_108521, Jones, Anne, (024) 777 739 732, anne.jones@heig-vd.ch, FEMALE, COMEM, Professor
EID_108522, Simpson, Irène, (024) 777 722 852, irène.simpson@heig-vd.ch, FEMALE, TIC, Student
EID_108523, Belmondo, Julien, (024) 777 669 230, julien.belmondo@heig-vd.ch, MALE, HEG, Admin
EID_108524, Bauer, Dorothé, (024) 777 593 765, dorothé.bauer@heig-vd.ch, FEMALE, HEG, Professor
EID_108525, Simpson, Danièle, (024) 777 134 406, danièle.simpson@heig-vd.ch, FEMALE, TIN, Student
EID_108526, Marchand, Bryan, (024) 777 377 196, bryan.marchand@heig-vd.ch, MALE, TIC, Admin
EID_108527, De Villiers, Faustine, (024) 777 566 187, faustine.de villiers@heig-vd.ch, FEMALE, TIC, Student
EID_108528, De Villiers, Bernadette, (024) 777 224 388, bernadette.de villiers@heig-vd.ch, FEMALE, HEG, Assistant
EID_108529, Dupont, Emil, (024) 777 647 397, emil.dupont@heig-vd.ch, MALE, EC, Admin
EID_108530, Durant, Irène, (024) 777 116 722, irène.durant@heig-vd.ch, FEMALE, DEPG, Professor
EID_108531, De Villiers, Luc, (024) 777 141 336, luc.de villiers@heig-vd.ch, MALE, HEG, Professor
EID_108532, Jones, Albert, (024) 777 172 495, albert.jones@heig-vd.ch, MALE, DEPG, Professor
EID_108533, Bauer, Guillaume, (024) 777 228 737, guillaume.bauer@heig-vd.ch, MALE, TIC, Professor
EID_108534, Marchand, Jimmy, (024) 777 134 534, jimmy.marchand@heig-vd.ch, MALE, TIC, Assistant
EID_108535, Simpson, Brigitte, (024) 777 253 540, brigitte.simpson@heig-vd.ch, FEMALE, TIN, Admin
EID_108536, Durant, Carine, (024) 777 120 148, carine.durant@heig-vd.ch, FEMALE, HEG, Assistant
EID_108537, De Decker, Jimmy, (024) 777 711 616, jimmy.de decker@heig-vd.ch, MALE, COMEM, Admin
EID_108538, Simpson, Brigitte, (024) 777 248 191, brigitte.simpson@heig-vd.ch, FEMALE, TIN, Assistant
EID_108539, Belmondo, Edgar, (024) 777 380 275, edgar.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_108540, Clément, Henri, (024) 777 476 893, henri.clément@heig-vd.ch, MALE, COMEM, Student
EID_108541, Smith, Aurore, (024) 777 747 410, aurore.smith@heig-vd.ch, FEMALE, EC, Admin
EID_108542, Clément, Danièle, (024) 777 720 477, danièle.clément@heig-vd.ch, FEMALE, HEG, Student
EID_108543, De Villiers, Emma, (024) 777 403 269, emma.de villiers@heig-vd.ch, FEMALE, HEG, Student
EID_108544, De Decker, Georgette, (024) 777 445 386, georgette.de decker@heig-vd.ch, FEMALE, COMEM, Student
EID_108545, Simpson, Fabienne, (024) 777 327 778, fabienne.simpson@heig-vd.ch, FEMALE, EC, Professor
EID_108546, Clément, Guillaume, (024) 777 738 247, guillaume.clément@heig-vd.ch, MALE, HEG, Professor
EID_108547, Clément, Bryan, (024) 777 289 579, bryan.clément@heig-vd.ch, MALE, COMEM, Assistant
EID_108548, Dupont, Frédéric, (024) 777 495 405, frédéric.dupont@heig-vd.ch, MALE, TIN, Professor
EID_108549, Dupond, Julie, (024) 777 655 288, julie.dupond@heig-vd.ch, FEMALE, EC, Student
EID_108550, Dupond, Frédéric, (024) 777 670 524, frédéric.dupond@heig-vd.ch, MALE, COMEM, Assistant
EID_108551, Durant, Brigitte, (024) 777 405 673, brigitte.durant@heig-vd.ch, FEMALE, TIN, Assistant
EID_108552, Jones, Henri, (024) 777 587 703, henri.jones@heig-vd.ch, MALE, TIC, Admin
EID_108553, Durant, Gontran, (024) 777 752 490, gontran.durant@heig-vd.ch, MALE, HEG, Assistant
EID_108554, Durant, Gontran, (024) 777 894 562, gontran.durant@heig-vd.ch, MALE, COMEM, Assistant
EID_108555, Clément, Evelyne, (024) 777 356 820, evelyne.clément@heig-vd.ch, FEMALE, HEG, Professor
EID_108556, Delon, Emilie, (024) 777 265 854, emilie.delon@heig-vd.ch, FEMALE, TIN, Professor
EID_108557, Marchand, Dorothé, (024) 777 338 395, dorothé.marchand@heig-vd.ch, FEMALE, TIC, Student
EID_108558, Bauer, Emma, (024) 777 184 716, emma.bauer@heig-vd.ch, FEMALE, COMEM, Student
EID_108559, Dupond, Georgette, (024) 777 323 528, georgette.dupond@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108560, Simpson, Emilie, (024) 777 558 109, emilie.simpson@heig-vd.ch, FEMALE, HEG, Student
EID_108561, Marchand, Fabrice, (024) 777 324 771, fabrice.marchand@heig-vd.ch, MALE, COMEM, Student
EID_108562, Dupond, Lucien, (024) 777 693 283, lucien.dupond@heig-vd.ch, MALE, TIN, Admin
EID_108563, De Villiers, Julie, (024) 777 245 873, julie.de villiers@heig-vd.ch, FEMALE, EC, Professor
EID_108564, De Decker, Fabienne, (024) 777 489 129, fabienne.de decker@heig-vd.ch, FEMALE, TIN, Student
EID_108565, Dupond, Brigitte, (024) 777 552 187, brigitte.dupond@heig-vd.ch, FEMALE, DEPG, Assistant
EID_108566, Simpson, Evelyne, (024) 777 508 565, evelyne.simpson@heig-vd.ch, FEMALE, HEG, Assistant
EID_108567, Dupond, Lucien, (024) 777 770 145, lucien.dupond@heig-vd.ch, MALE, COMEM, Professor
EID_108568, Dupond, Bernard, (024) 777 187 289, bernard.dupond@heig-vd.ch, MALE, DEPG, Assistant
EID_108569, Delon, Fabrice, (024) 777 356 581, fabrice.delon@heig-vd.ch, MALE, EC, Professor
EID_108570, Clément, Carole, (024) 777 131 849, carole.clément@heig-vd.ch, FEMALE, DEPG, Admin
EID_108571, Dupont, Georgette, (024) 777 641 684, georgette.dupont@heig-vd.ch, FEMALE, COMEM, Admin
EID_108572, Bauer, Henriette, (024) 777 836 645, henriette.bauer@heig-vd.ch, FEMALE, TIC, Student
EID_108573, De Villiers, Marc, (024) 777 792 611, marc.de villiers@heig-vd.ch, MALE, TIN, Admin
EID_108574, Belmondo, Guillaume, (024) 777 558 457, guillaume.belmondo@heig-vd.ch, MALE, TIN, Admin
EID_108575, Clément, Carole, (024) 777 325 708, carole.clément@heig-vd.ch, FEMALE, HEG, Professor
EID_108576, Jones, Aurore, (024) 777 182 614, aurore.jones@heig-vd.ch, FEMALE, HEG, Professor
EID_108577, Marchand, Emma, (024) 777 641 199, emma.marchand@heig-vd.ch, FEMALE, TIN, Admin
EID_108578, De Decker, Henriette, (024) 777 539 800, henriette.de decker@heig-vd.ch, FEMALE, TIN, Assistant
EID_108579, Bauer, Carole, (024) 777 559 349, carole.bauer@heig-vd.ch, FEMALE, TIC, Professor
EID_108580, De Villiers, Irène, (024) 777 357 590, irène.de villiers@heig-vd.ch, FEMALE, HEG, Professor
EID_108581, Durant, Henri, (024) 777 531 749, henri.durant@heig-vd.ch, MALE, COMEM, Student
EID_108582, Bauer, Didier, (024) 777 469 598, didier.bauer@heig-vd.ch, MALE, DEPG, Professor
EID_108583, De Decker, Henri, (024) 777 593 379, henri.de decker@heig-vd.ch, MALE, TIC, Student
EID_108584, Dupond, Christine, (024) 777 201 417, christine.dupond@heig-vd.ch, FEMALE, COMEM, Professor
EID_108585, Belmondo, Carole, (024) 777 538 802, carole.belmondo@heig-vd.ch, FEMALE, COMEM, Professor
EID_108586, Simpson, Gilles, (024) 777 439 727, gilles.simpson@heig-vd.ch, MALE, TIC, Student
EID_108587, Simpson, Irène, (024) 777 732 868, irène.simpson@heig-vd.ch, FEMALE, TIC, Professor
EID_108588, De Decker, Bryan, (024) 777 439 755, bryan.de decker@heig-vd.ch, MALE, DEPG, Assistant
EID_108589, Durant, Frédéric, (024) 777 590 511, frédéric.durant@heig-vd.ch, MALE, HEG, Professor
EID_108590, Bauer, Emma, (024) 777 359 160, emma.bauer@heig-vd.ch, FEMALE, COMEM, Assistant
EID_108591, Smith, Frédéric, (024) 777 418 854, frédéric.smith@heig-vd.ch, MALE, EC, Admin
